date,rank,song,artist,last-week,peak-rank,weeks-on-board
7/22/1995,20,Freak Like Me,Adina Howard,14,2,24
7/22/1995,21,This Ain't A Love Song,Bon Jovi,21,21,7
7/22/1995,22,"Shy Guy (From ""Bad Boys"")",Diana King,13,13,17
7/22/1995,23,He's Mine,MoKenStef,29,23,6
7/22/1995,24,This Is How We Do It,Montell Jordan,19,1,22
7/22/1995,25,Misery,Soul Asylum,20,20,4
7/22/1995,26,I Believe,Blessid Union Of Souls,23,8,23
7/22/1995,27,Come And Get Your Love,Real McCoy,27,27,7
7/22/1995,28,I Know,Dionne Farris,28,4,26
7/22/1995,29,December,Collective Soul,26,26,11
7/22/1995,30,Good,Better Than Ezra,30,30,4
7/22/1995,31,I Got 5 On It,Luniz,33,31,7
7/22/1995,32,Feels So Good,Xscape,39,32,5
7/22/1995,33,You Used To Love Me,Faith Evans,37,33,4
7/22/1995,34,Best Friend,Brandy,34,34,8
7/22/1995,35,In The House Of Stone And Light,Martin Page,36,14,32
7/22/1995,36,My Love Is For Real,Paula Abdul,32,28,6
7/22/1995,37,"Can't You See (From ""New Jersey Drive"")",Total Featuring The Notorious B.I.G.,31,13,16
7/22/1995,38,"Keep Their Heads Ringin' (From ""Friday"")",Dr. Dre,35,10,19
7/22/1995,39,Hold On,Jamie Walters,41,16,26
7/22/1995,40,Hold My Hand,Hootie & The Blowfish,38,10,42
7/22/1995,41,I Wish,Skee-Lo,50,41,13
7/22/1995,42,Brown Sugar,D'Angelo,48,42,4
7/22/1995,43,Glaciers Of Ice/Criminology,Chef Raekwon,43,43,2
7/22/1995,44,Sprinkle Me,E-40 (Featuring Suga T),49,44,5
7/22/1995,45,Any Man Of Mine/Whose Bed Have Your Boots Been Under?,Shania Twain,40,40,9
7/22/1995,46,Human Nature,Madonna,46,46,5
7/22/1995,47,"No More ""I Love You's""",Annie Lennox,42,23,20
7/22/1995,48,Red Light Special,TLC,44,2,21
7/22/1995,49,I Like,Kut Klose,52,34,15
7/22/1995,50,Somebody's Crying,Chris Isaak,55,50,7
7/15/1995,1,Waterfalls,TLC,1,1,6
7/15/1995,2,One More Chance/Stay With Me,The Notorious B.I.G.,3,2,4
7/15/1995,3,Don't Take It Personal (Just One Of Dem Days),Monica,2,2,12
7/15/1995,4,Water Runs Dry,Boyz II Men,6,2,12
7/15/1995,5,Total Eclipse Of The Heart,Nicki French,5,2,16
7/15/1995,6,Scream/Childhood,Michael Jackson & Janet Jackson,7,5,5
7/15/1995,7,Have You Ever Really Loved A Woman?,Bryan Adams,4,1,14
7/15/1995,8,I Can Love You Like That,All-4-One,8,8,5
7/15/1995,9,Boombastic/In The Summertime,Shaggy,16,9,9
7/15/1995,10,Run-Around,Blues Traveler,13,10,17
7/15/1995,11,Someone To Love,Jon B. Featuring Babyface,14,11,12
7/15/1995,12,Let Her Cry,Hootie & The Blowfish,9,9,19
7/15/1995,13,"Shy Guy (From ""Bad Boys"")",Diana King,17,13,16
7/15/1995,14,Freak Like Me,Adina Howard,11,2,23
7/15/1995,15,I'll Be There For You/You're All I Need To Get By,Method Man Featuring Mary J. Blige,10,3,11
7/15/1995,16,Hold Me Thrill Me Kiss Me Kill Me,U2,18,16,4
7/15/1995,17,Feel Me Flow,Naughty By Nature,23,17,6
7/15/1995,18,Every Little Thing I Do,Soul For Real,19,18,11
7/15/1995,19,This Is How We Do It,Montell Jordan,12,1,21
7/15/1995,20,Misery,Soul Asylum,22,20,3
7/15/1995,21,This Ain't A Love Song,Bon Jovi,21,21,6
7/15/1995,22,Freek'n You,Jodeci,24,17,5
7/15/1995,23,I Believe,Blessid Union Of Souls,15,8,22
7/15/1995,24,"Colors Of The Wind (From ""Pocahontas"")",Vanessa Williams,25,24,4
7/15/1995,25,Kiss From A Rose,Seal,32,25,4
7/15/1995,26,December,Collective Soul,26,26,10
7/15/1995,27,Come And Get Your Love,Real McCoy,27,27,6
7/15/1995,28,I Know,Dionne Farris,20,4,25
7/15/1995,29,He's Mine,MoKenStef,43,29,5
7/15/1995,30,Good,Better Than Ezra,30,30,3
7/15/1995,31,"Can't You See (From ""New Jersey Drive"")",Total Featuring The Notorious B.I.G.,29,13,15
7/15/1995,32,My Love Is For Real,Paula Abdul,28,28,5
7/15/1995,33,I Got 5 On It,Luniz,36,33,6
7/15/1995,34,Best Friend,Brandy,38,34,7
7/15/1995,35,"Keep Their Heads Ringin' (From ""Friday"")",Dr. Dre,34,10,18
7/15/1995,36,In The House Of Stone And Light,Martin Page,31,14,31
7/15/1995,37,You Used To Love Me,Faith Evans,42,37,3
7/15/1995,38,Hold My Hand,Hootie & The Blowfish,33,10,41
7/15/1995,39,Feels So Good,Xscape,53,39,4
7/15/1995,40,Any Man Of Mine/Whose Bed Have Your Boots Been Under?,Shania Twain,40,40,8
7/15/1995,41,Hold On,Jamie Walters,35,16,25
7/15/1995,42,"No More ""I Love You's""",Annie Lennox,37,23,19
7/15/1995,43,Glaciers Of Ice/Criminology,Chef Raekwon,,43,1
7/15/1995,44,Red Light Special,TLC,39,2,20
7/15/1995,45,Run Away,Real McCoy,41,3,19
7/15/1995,46,Human Nature,Madonna,51,46,4
7/15/1995,47,Dream About You/Funky Melody,Stevie B,50,29,23
7/15/1995,48,Brown Sugar,D'Angelo,66,48,3
7/15/1995,49,Sprinkle Me,E-40 (Featuring Suga T),55,49,4
7/15/1995,50,I Wish,Skee-Lo,63,50,12
7/8/1995,1,Waterfalls,TLC,7,1,5
7/8/1995,2,Don't Take It Personal (Just One Of Dem Days),Monica,2,2,11
7/8/1995,3,One More Chance/Stay With Me,The Notorious B.I.G.,3,3,3
7/8/1995,4,Have You Ever Really Loved A Woman?,Bryan Adams,1,1,13
7/8/1995,5,Total Eclipse Of The Heart,Nicki French,4,2,15
7/8/1995,6,Water Runs Dry,Boyz II Men,6,2,11
7/8/1995,7,Scream/Childhood,Michael Jackson & Janet Jackson,5,5,4
7/8/1995,8,I Can Love You Like That,All-4-One,12,8,4
7/8/1995,9,Let Her Cry,Hootie & The Blowfish,11,9,18
7/8/1995,10,I'll Be There For You/You're All I Need To Get By,Method Man Featuring Mary J. Blige,8,3,10
7/8/1995,11,Freak Like Me,Adina Howard,9,2,22
7/8/1995,12,This Is How We Do It,Montell Jordan,10,1,20
7/8/1995,13,Run-Around,Blues Traveler,15,13,16
7/8/1995,14,Someone To Love,Jon B. Featuring Babyface,14,14,11
7/8/1995,15,I Believe,Blessid Union Of Souls,13,8,21
7/8/1995,16,Boombastic/In The Summertime,Shaggy,20,16,8
7/8/1995,17,"Shy Guy (From ""Bad Boys"")",Diana King,16,16,15
7/8/1995,18,Hold Me Thrill Me Kiss Me Kill Me,U2,21,18,3
7/8/1995,19,Every Little Thing I Do,Soul For Real,19,19,10
7/8/1995,20,I Know,Dionne Farris,17,4,24
7/8/1995,21,This Ain't A Love Song,Bon Jovi,22,21,5
7/8/1995,22,Misery,Soul Asylum,24,22,2
7/8/1995,23,Feel Me Flow,Naughty By Nature,26,23,5
7/8/1995,24,Freek'n You,Jodeci,18,17,4
7/8/1995,25,"Colors Of The Wind (From ""Pocahontas"")",Vanessa Williams,42,25,3
7/8/1995,26,December,Collective Soul,32,26,9
7/8/1995,27,Come And Get Your Love,Real McCoy,30,27,5
7/8/1995,28,My Love Is For Real,Paula Abdul,33,28,4
7/8/1995,29,"Can't You See (From ""New Jersey Drive"")",Total Featuring The Notorious B.I.G.,25,13,14
7/8/1995,30,Good,Better Than Ezra,34,30,2
7/8/1995,31,In The House Of Stone And Light,Martin Page,31,14,30
7/8/1995,32,Kiss From A Rose,Seal,54,32,3
7/8/1995,33,Hold My Hand,Hootie & The Blowfish,36,10,40
7/8/1995,34,"Keep Their Heads Ringin' (From ""Friday"")",Dr. Dre,23,10,17
7/8/1995,35,Hold On,Jamie Walters,29,16,24
7/8/1995,36,I Got 5 On It,Luniz,50,36,5
7/8/1995,37,"No More ""I Love You's""",Annie Lennox,37,23,18
7/8/1995,38,Best Friend,Brandy,35,35,6
7/8/1995,39,Red Light Special,TLC,27,2,19
7/8/1995,40,Any Man Of Mine/Whose Bed Have Your Boots Been Under?,Shania Twain,47,40,7
7/8/1995,41,Run Away,Real McCoy,28,3,18
7/8/1995,42,You Used To Love Me,Faith Evans,46,42,2
7/8/1995,43,He's Mine,MoKenStef,55,43,4
7/8/1995,44,Take A Bow,Madonna,44,1,30
7/8/1995,45,Give It 2 You,Da Brat,38,26,13
7/8/1995,46,I Like,Kut Klose,41,34,13
7/8/1995,47,Dear Mama/Old School,2Pac,39,9,18
7/8/1995,48,Believe,Elton John,40,13,18
7/8/1995,49,"Crazy Love (From ""Jason's Lyric"")",Brian McKnight,45,45,13
7/8/1995,50,Dream About You/Funky Melody,Stevie B,43,29,22
7/1/1995,1,Have You Ever Really Loved A Woman?,Bryan Adams,1,1,12
7/1/1995,2,Don't Take It Personal (Just One Of Dem Days),Monica,3,2,10
7/1/1995,3,One More Chance/Stay With Me,The Notorious B.I.G.,5,3,2
7/1/1995,4,Total Eclipse Of The Heart,Nicki French,2,2,14
7/1/1995,5,Scream/Childhood,Michael Jackson & Janet Jackson,6,5,3
7/1/1995,6,Water Runs Dry,Boyz II Men,4,2,10
7/1/1995,7,Waterfalls,TLC,8,7,4
7/1/1995,8,I'll Be There For You/You're All I Need To Get By,Method Man Featuring Mary J. Blige,9,3,9
7/1/1995,9,Freak Like Me,Adina Howard,10,2,21
7/1/1995,10,This Is How We Do It,Montell Jordan,7,1,19
7/1/1995,11,Let Her Cry,Hootie & The Blowfish,11,10,17
7/1/1995,12,I Can Love You Like That,All-4-One,18,12,3
7/1/1995,13,I Believe,Blessid Union Of Souls,13,8,20
7/1/1995,14,Someone To Love,Jon B. Featuring Babyface,14,14,10
7/1/1995,15,Run-Around,Blues Traveler,15,15,15
7/1/1995,16,"Shy Guy (From ""Bad Boys"")",Diana King,16,16,14
7/1/1995,17,I Know,Dionne Farris,12,4,23
7/1/1995,18,Freek'n You,Jodeci,17,17,3
7/1/1995,19,Every Little Thing I Do,Soul For Real,22,19,9
7/1/1995,20,Boombastic/In The Summertime,Shaggy,27,20,7
7/1/1995,21,Hold Me Thrill Me Kiss Me Kill Me,U2,23,21,2
7/1/1995,22,This Ain't A Love Song,Bon Jovi,24,22,4
7/1/1995,23,"Keep Their Heads Ringin' (From ""Friday"")",Dr. Dre,20,10,16
7/1/1995,24,Misery,Soul Asylum,,24,1
7/1/1995,25,"Can't You See (From ""New Jersey Drive"")",Total Featuring The Notorious B.I.G.,19,13,13
7/1/1995,26,Feel Me Flow,Naughty By Nature,38,26,4
7/1/1995,27,Red Light Special,TLC,21,2,18
7/1/1995,28,Run Away,Real McCoy,26,3,17
7/1/1995,29,Hold On,Jamie Walters,25,16,23
7/1/1995,30,Come And Get Your Love,Real McCoy,39,30,4
7/1/1995,31,In The House Of Stone And Light,Martin Page,29,14,29
7/1/1995,32,December,Collective Soul,32,32,8
7/1/1995,33,My Love Is For Real,Paula Abdul,36,33,3
7/1/1995,34,Good,Better Than Ezra,,34,1
7/1/1995,35,Best Friend,Brandy,41,35,5
7/1/1995,36,Hold My Hand,Hootie & The Blowfish,33,10,39
7/1/1995,37,"No More ""I Love You's""",Annie Lennox,30,23,17
7/1/1995,38,Give It 2 You,Da Brat,31,26,12
7/1/1995,39,Dear Mama/Old School,2Pac,28,9,17
7/1/1995,40,Believe,Elton John,35,13,17
7/1/1995,41,I Like,Kut Klose,34,34,12
7/1/1995,42,"Colors Of The Wind (From ""Pocahontas"")",Vanessa Williams,55,42,2
7/1/1995,43,Dream About You/Funky Melody,Stevie B,42,29,21
7/1/1995,44,Take A Bow,Madonna,37,1,29
7/1/1995,45,"Crazy Love (From ""Jason's Lyric"")",Brian McKnight,45,45,12
7/1/1995,46,You Used To Love Me,Faith Evans,,46,1
7/1/1995,47,Any Man Of Mine/Whose Bed Have Your Boots Been Under?,Shania Twain,58,47,6
7/1/1995,48,You Gotta Be,Des'ree,44,5,44
7/1/1995,49,Another Night,Real McCoy,46,3,45
7/1/1995,50,I Got 5 On It,Luniz,54,50,4
6/24/1995,1,Have You Ever Really Loved A Woman?,Bryan Adams,1,1,11
6/24/1995,2,Total Eclipse Of The Heart,Nicki French,3,2,13
6/24/1995,3,Don't Take It Personal (Just One Of Dem Days),Monica,4,3,9
6/24/1995,4,Water Runs Dry,Boyz II Men,2,2,9
6/24/1995,5,One More Chance/Stay With Me,The Notorious B.I.G.,,5,1
6/24/1995,6,Scream/Childhood,Michael Jackson & Janet Jackson,5,5,2
6/24/1995,7,This Is How We Do It,Montell Jordan,6,1,18
6/24/1995,8,Waterfalls,TLC,12,8,3
6/24/1995,9,I'll Be There For You/You're All I Need To Get By,Method Man Featuring Mary J. Blige,7,3,8
6/24/1995,10,Freak Like Me,Adina Howard,8,2,20
6/24/1995,11,Let Her Cry,Hootie & The Blowfish,10,10,16
6/24/1995,12,I Know,Dionne Farris,11,4,22
6/24/1995,13,I Believe,Blessid Union Of Souls,9,8,19
6/24/1995,14,Someone To Love,Jon B. Featuring Babyface,18,14,9
6/24/1995,15,Run-Around,Blues Traveler,17,15,14
6/24/1995,16,"Shy Guy (From ""Bad Boys"")",Diana King,16,16,13
6/24/1995,17,Freek'n You,Jodeci,20,17,2
6/24/1995,18,I Can Love You Like That,All-4-One,27,18,2
6/24/1995,19,"Can't You See (From ""New Jersey Drive"")",Total Featuring The Notorious B.I.G.,13,13,12
6/24/1995,20,"Keep Their Heads Ringin' (From ""Friday"")",Dr. Dre,15,10,15
6/24/1995,21,Red Light Special,TLC,14,2,17
6/24/1995,22,Every Little Thing I Do,Soul For Real,19,19,8
6/24/1995,23,Hold Me Thrill Me Kiss Me Kill Me,U2,,23,1
6/24/1995,24,This Ain't A Love Song,Bon Jovi,30,24,3
6/24/1995,25,Hold On,Jamie Walters,22,16,22
6/24/1995,26,Run Away,Real McCoy,24,3,16
6/24/1995,27,Boombastic/In The Summertime,Shaggy,39,27,6
6/24/1995,28,Dear Mama/Old School,2Pac,21,9,16
6/24/1995,29,In The House Of Stone And Light,Martin Page,23,14,28
6/24/1995,30,"No More ""I Love You's""",Annie Lennox,25,23,16
6/24/1995,31,Give It 2 You,Da Brat,32,26,11
6/24/1995,32,December,Collective Soul,33,32,7
6/24/1995,33,Hold My Hand,Hootie & The Blowfish,28,10,38
6/24/1995,34,I Like,Kut Klose,34,34,11
6/24/1995,35,Believe,Elton John,26,13,16
6/24/1995,36,My Love Is For Real,Paula Abdul,36,36,2
6/24/1995,37,Take A Bow,Madonna,31,1,28
6/24/1995,38,Feel Me Flow,Naughty By Nature,44,38,3
6/24/1995,39,Come And Get Your Love,Real McCoy,42,39,3
6/24/1995,40,"Ask Of You (From ""Higher Learning"")",Raphael Saadiq,29,19,14
6/24/1995,41,Best Friend,Brandy,49,41,4
6/24/1995,42,Dream About You/Funky Melody,Stevie B,38,29,20
6/24/1995,43,Candy Rain,Soul For Real,35,2,25
6/24/1995,44,You Gotta Be,Des'ree,43,5,43
6/24/1995,45,"Crazy Love (From ""Jason's Lyric"")",Brian McKnight,48,45,11
6/24/1995,46,Another Night,Real McCoy,37,3,44
6/24/1995,47,Cotton Eye Joe,Rednex,45,25,16
6/24/1995,48,Can't Stop Lovin' You,Van Halen,41,30,14
6/24/1995,49,Big Poppa/Warning,The Notorious B.I.G.,46,6,24
6/24/1995,50,Strong Enough,Sheryl Crow,40,5,26
6/17/1995,1,Have You Ever Really Loved A Woman?,Bryan Adams,1,1,10
6/17/1995,2,Water Runs Dry,Boyz II Men,4,2,8
6/17/1995,3,Total Eclipse Of The Heart,Nicki French,3,3,12
6/17/1995,4,Don't Take It Personal (Just One Of Dem Days),Monica,5,4,8
6/17/1995,5,Scream/Childhood,Michael Jackson & Janet Jackson,,5,1
6/17/1995,6,This Is How We Do It,Montell Jordan,2,1,17
6/17/1995,7,I'll Be There For You/You're All I Need To Get By,Method Man Featuring Mary J. Blige,6,3,7
6/17/1995,8,Freak Like Me,Adina Howard,7,2,19
6/17/1995,9,I Believe,Blessid Union Of Souls,8,8,18
6/17/1995,10,Let Her Cry,Hootie & The Blowfish,10,10,15
6/17/1995,11,I Know,Dionne Farris,9,4,21
6/17/1995,12,Waterfalls,TLC,39,12,2
6/17/1995,13,"Can't You See (From ""New Jersey Drive"")",Total Featuring The Notorious B.I.G.,13,13,11
6/17/1995,14,Red Light Special,TLC,11,2,16
6/17/1995,15,"Keep Their Heads Ringin' (From ""Friday"")",Dr. Dre,12,10,14
6/17/1995,16,"Shy Guy (From ""Bad Boys"")",Diana King,16,16,12
6/17/1995,17,Run-Around,Blues Traveler,18,17,13
6/17/1995,18,Someone To Love,Jon B. Featuring Babyface,22,18,8
6/17/1995,19,Every Little Thing I Do,Soul For Real,19,19,7
6/17/1995,20,Freek'n You,Jodeci,,20,1
6/17/1995,21,Dear Mama/Old School,2Pac,14,9,15
6/17/1995,22,Hold On,Jamie Walters,17,16,21
6/17/1995,23,In The House Of Stone And Light,Martin Page,20,14,27
6/17/1995,24,Run Away,Real McCoy,15,3,15
6/17/1995,25,"No More ""I Love You's""",Annie Lennox,23,23,15
6/17/1995,26,Believe,Elton John,21,13,15
6/17/1995,27,I Can Love You Like That,All-4-One,,27,1
6/17/1995,28,Hold My Hand,Hootie & The Blowfish,26,10,37
6/17/1995,29,"Ask Of You (From ""Higher Learning"")",Raphael Saadiq,24,19,13
6/17/1995,30,This Ain't A Love Song,Bon Jovi,34,30,2
6/17/1995,31,Take A Bow,Madonna,27,1,27
6/17/1995,32,Give It 2 You,Da Brat,28,26,10
6/17/1995,33,December,Collective Soul,33,33,6
6/17/1995,34,I Like,Kut Klose,37,34,10
6/17/1995,35,Candy Rain,Soul For Real,25,2,24
6/17/1995,36,My Love Is For Real,Paula Abdul,,36,1
6/17/1995,37,Another Night,Real McCoy,38,3,43
6/17/1995,38,Dream About You/Funky Melody,Stevie B,29,29,19
6/17/1995,39,Boombastic/In The Summertime,Shaggy,49,39,5
6/17/1995,40,Strong Enough,Sheryl Crow,31,5,25
6/17/1995,41,Can't Stop Lovin' You,Van Halen,30,30,13
6/17/1995,42,Come And Get Your Love,Real McCoy,46,42,2
6/17/1995,43,You Gotta Be,Des'ree,35,5,42
6/17/1995,44,Feel Me Flow,Naughty By Nature,61,44,2
6/17/1995,45,Cotton Eye Joe,Rednex,32,25,15
6/17/1995,46,Big Poppa/Warning,The Notorious B.I.G.,36,6,23
6/17/1995,47,Wonderful,Adam Ant,41,39,12
6/17/1995,48,"Crazy Love (From ""Jason's Lyric"")",Brian McKnight,48,48,10
6/17/1995,49,Best Friend,Brandy,52,49,3
6/17/1995,50,Creep,TLC,42,1,32
6/10/1995,1,Have You Ever Really Loved A Woman?,Bryan Adams,1,1,9
6/10/1995,2,This Is How We Do It,Montell Jordan,2,1,16
6/10/1995,3,Total Eclipse Of The Heart,Nicki French,4,3,11
6/10/1995,4,Water Runs Dry,Boyz II Men,5,3,7
6/10/1995,5,Don't Take It Personal (Just One Of Dem Days),Monica,7,5,7
6/10/1995,6,I'll Be There For You/You're All I Need To Get By,Method Man Featuring Mary J. Blige,3,3,6
6/10/1995,7,Freak Like Me,Adina Howard,6,2,18
6/10/1995,8,I Believe,Blessid Union Of Souls,9,8,17
6/10/1995,9,I Know,Dionne Farris,8,4,20
6/10/1995,10,Let Her Cry,Hootie & The Blowfish,11,10,14
6/10/1995,11,Red Light Special,TLC,10,2,15
6/10/1995,12,"Keep Their Heads Ringin' (From ""Friday"")",Dr. Dre,12,10,13
6/10/1995,13,"Can't You See (From ""New Jersey Drive"")",Total Featuring The Notorious B.I.G.,14,13,10
6/10/1995,14,Dear Mama/Old School,2Pac,13,9,14
6/10/1995,15,Run Away,Real McCoy,15,3,14
6/10/1995,16,"Shy Guy (From ""Bad Boys"")",Diana King,21,16,11
6/10/1995,17,Hold On,Jamie Walters,16,16,20
6/10/1995,18,Run-Around,Blues Traveler,24,18,12
6/10/1995,19,Every Little Thing I Do,Soul For Real,19,19,6
6/10/1995,20,In The House Of Stone And Light,Martin Page,17,14,26
6/10/1995,21,Believe,Elton John,18,13,14
6/10/1995,22,Someone To Love,Jon B. Featuring Babyface,29,22,7
6/10/1995,23,"No More ""I Love You's""",Annie Lennox,23,23,14
6/10/1995,24,"Ask Of You (From ""Higher Learning"")",Raphael Saadiq,20,19,12
6/10/1995,25,Candy Rain,Soul For Real,22,2,23
6/10/1995,26,Hold My Hand,Hootie & The Blowfish,26,10,36
6/10/1995,27,Take A Bow,Madonna,28,1,26
6/10/1995,28,Give It 2 You,Da Brat,27,26,9
6/10/1995,29,Dream About You/Funky Melody,Stevie B,34,29,18
6/10/1995,30,Can't Stop Lovin' You,Van Halen,32,30,12
6/10/1995,31,Strong Enough,Sheryl Crow,25,5,24
6/10/1995,32,Cotton Eye Joe,Rednex,30,25,14
6/10/1995,33,December,Collective Soul,38,33,5
6/10/1995,34,This Ain't A Love Song,Bon Jovi,,34,1
6/10/1995,35,You Gotta Be,Des'ree,35,5,41
6/10/1995,36,Big Poppa/Warning,The Notorious B.I.G.,31,6,22
6/10/1995,37,I Like,Kut Klose,44,37,9
6/10/1995,38,Another Night,Real McCoy,40,3,42
6/10/1995,39,Waterfalls,TLC,,39,1
6/10/1995,40,Baby,Brandy,33,4,19
6/10/1995,41,Wonderful,Adam Ant,39,39,11
6/10/1995,42,Creep,TLC,37,1,31
6/10/1995,43,Like The Way I Do/If I Wanted To,Melissa Etheridge,42,16,17
6/10/1995,44,If You Love Me,Brownstone,36,8,27
6/10/1995,45,I Live My Life For You,Firehouse,41,26,16
6/10/1995,46,Come And Get Your Love,Real McCoy,,46,1
6/10/1995,47,Strange Currencies,R.E.M.,47,47,7
6/10/1995,48,"Crazy Love (From ""Jason's Lyric"")",Brian McKnight,53,48,9
6/10/1995,49,Boombastic/In The Summertime,Shaggy,61,49,4
6/10/1995,50,Close To You,Fun Factory,46,46,13
6/3/1995,1,Have You Ever Really Loved A Woman?,Bryan Adams,2,1,8
6/3/1995,2,This Is How We Do It,Montell Jordan,1,1,15
6/3/1995,3,I'll Be There For You/You're All I Need To Get By,Method Man Featuring Mary J. Blige,4,3,5
6/3/1995,4,Total Eclipse Of The Heart,Nicki French,6,4,10
6/3/1995,5,Water Runs Dry,Boyz II Men,3,3,6
6/3/1995,6,Freak Like Me,Adina Howard,5,2,17
6/3/1995,7,Don't Take It Personal (Just One Of Dem Days),Monica,10,7,6
6/3/1995,8,I Know,Dionne Farris,7,4,19
6/3/1995,9,I Believe,Blessid Union Of Souls,9,8,16
6/3/1995,10,Red Light Special,TLC,8,2,14
6/3/1995,11,Let Her Cry,Hootie & The Blowfish,13,11,13
6/3/1995,12,"Keep Their Heads Ringin' (From ""Friday"")",Dr. Dre,15,10,12
6/3/1995,13,Dear Mama/Old School,2Pac,11,9,13
6/3/1995,14,"Can't You See (From ""New Jersey Drive"")",Total Featuring The Notorious B.I.G.,14,14,9
6/3/1995,15,Run Away,Real McCoy,12,3,13
6/3/1995,16,Hold On,Jamie Walters,18,16,19
6/3/1995,17,In The House Of Stone And Light,Martin Page,19,14,25
6/3/1995,18,Believe,Elton John,16,13,13
6/3/1995,19,Every Little Thing I Do,Soul For Real,25,19,5
6/3/1995,20,"Ask Of You (From ""Higher Learning"")",Raphael Saadiq,20,19,11
6/3/1995,21,"Shy Guy (From ""Bad Boys"")",Diana King,31,21,10
6/3/1995,22,Candy Rain,Soul For Real,22,2,22
6/3/1995,23,"No More ""I Love You's""",Annie Lennox,23,23,13
6/3/1995,24,Run-Around,Blues Traveler,30,24,11
6/3/1995,25,Strong Enough,Sheryl Crow,17,5,23
6/3/1995,26,Hold My Hand,Hootie & The Blowfish,24,10,35
6/3/1995,27,Give It 2 You,Da Brat,27,26,8
6/3/1995,28,Take A Bow,Madonna,21,1,25
6/3/1995,29,Someone To Love,Jon B. Featuring Babyface,35,29,6
6/3/1995,30,Cotton Eye Joe,Rednex,26,25,13
6/3/1995,31,Big Poppa/Warning,The Notorious B.I.G.,28,6,21
6/3/1995,32,Can't Stop Lovin' You,Van Halen,32,32,11
6/3/1995,33,Baby,Brandy,29,4,18
6/3/1995,34,Dream About You/Funky Melody,Stevie B,38,34,17
6/3/1995,35,You Gotta Be,Des'ree,33,5,40
6/3/1995,36,If You Love Me,Brownstone,37,8,26
6/3/1995,37,Creep,TLC,36,1,30
6/3/1995,38,December,Collective Soul,43,38,4
6/3/1995,39,Wonderful,Adam Ant,40,39,10
6/3/1995,40,Another Night,Real McCoy,39,3,41
6/3/1995,41,I Live My Life For You,Firehouse,34,26,15
6/3/1995,42,Like The Way I Do/If I Wanted To,Melissa Etheridge,41,16,16
6/3/1995,43,This Lil' Game We Play,Subway (Featuring 702),42,15,18
6/3/1995,44,I Like,Kut Klose,49,44,8
6/3/1995,45,"Freedom (From ""Panther"")",Various Artists,46,45,7
6/3/1995,46,Close To You,Fun Factory,48,46,12
6/3/1995,47,Strange Currencies,R.E.M.,50,47,6
6/3/1995,48,I'd Rather Be Alone,IV Xample,45,44,13
6/3/1995,49,Grapevyne,Brownstone,56,49,6
6/3/1995,50,I'll Be Around,Rappin' 4-Tay Featuring The Spinners,47,39,11
5/27/1995,1,This Is How We Do It,Montell Jordan,1,1,14
5/27/1995,2,Have You Ever Really Loved A Woman?,Bryan Adams,2,2,7
5/27/1995,3,Water Runs Dry,Boyz II Men,6,3,5
5/27/1995,4,I'll Be There For You/You're All I Need To Get By,Method Man Featuring Mary J. Blige,4,4,4
5/27/1995,5,Freak Like Me,Adina Howard,3,2,16
5/27/1995,6,Total Eclipse Of The Heart,Nicki French,8,6,9
5/27/1995,7,I Know,Dionne Farris,5,4,18
5/27/1995,8,Red Light Special,TLC,7,2,13
5/27/1995,9,I Believe,Blessid Union Of Souls,9,8,15
5/27/1995,10,Don't Take It Personal (Just One Of Dem Days),Monica,22,10,5
5/27/1995,11,Dear Mama/Old School,2Pac,10,9,12
5/27/1995,12,Run Away,Real McCoy,11,3,12
5/27/1995,13,Let Her Cry,Hootie & The Blowfish,16,13,12
5/27/1995,14,"Can't You See (From ""New Jersey Drive"")",Total Featuring The Notorious B.I.G.,15,14,8
5/27/1995,15,"Keep Their Heads Ringin' (From ""Friday"")",Dr. Dre,17,10,11
5/27/1995,16,Believe,Elton John,14,13,12
5/27/1995,17,Strong Enough,Sheryl Crow,12,5,22
5/27/1995,18,Hold On,Jamie Walters,20,16,18
5/27/1995,19,In The House Of Stone And Light,Martin Page,18,14,24
5/27/1995,20,"Ask Of You (From ""Higher Learning"")",Raphael Saadiq,19,19,10
5/27/1995,21,Take A Bow,Madonna,21,1,24
5/27/1995,22,Candy Rain,Soul For Real,13,2,21
5/27/1995,23,"No More ""I Love You's""",Annie Lennox,27,23,12
5/27/1995,24,Hold My Hand,Hootie & The Blowfish,24,10,34
5/27/1995,25,Every Little Thing I Do,Soul For Real,32,25,4
5/27/1995,26,Cotton Eye Joe,Rednex,25,25,12
5/27/1995,27,Give It 2 You,Da Brat,26,26,7
5/27/1995,28,Big Poppa/Warning,The Notorious B.I.G.,23,6,20
5/27/1995,29,Baby,Brandy,28,4,17
5/27/1995,30,Run-Around,Blues Traveler,39,30,10
5/27/1995,31,"Shy Guy (From ""Bad Boys"")",Diana King,41,31,9
5/27/1995,32,Can't Stop Lovin' You,Van Halen,33,32,10
5/27/1995,33,You Gotta Be,Des'ree,30,5,39
5/27/1995,34,I Live My Life For You,Firehouse,31,26,14
5/27/1995,35,Someone To Love,Jon B. Featuring Babyface,42,35,5
5/27/1995,36,Creep,TLC,35,1,29
5/27/1995,37,If You Love Me,Brownstone,29,8,25
5/27/1995,38,Dream About You/Funky Melody,Stevie B,38,34,16
5/27/1995,39,Another Night,Real McCoy,37,3,40
